index	value	noise
0	-0.036637334	F
1	-0.040827749	F
2	-0.005918198	F
3	0.302656259	F
4	-0.367913849	F
5	-0.028829965	F
6	-0.035281878	F
7	-0.069564218	F
8	0.337168389	F
9	-0.394652519	F
10	-0.099516665	F
11	-0.010803246	F
12	-0.042041841	F
13	0.305618045	F
14	-0.361967611	F
15	-0.061792592	F
16	-0.010459011	F
17	-0.072517808	F
18	0.379076784	F
19	-0.318940069	F
20	-0.095839046	F
21	-0.068531331	F
22	-0.043108422	F
23	0.345885812	F
24	-0.377497856	F
25	-0.042405661	F
26	-0.048063133	F
27	-0.055457419	F
28	0.321038863	F
29	-0.392483897	F
30	-0.017390248	F
31	-0.040638671	F
32	-0.015971401	F
33	0.326860363	F
34	-0.36664355	F
35	-0.010723274	F
36	-0.083082693	F
37	-0.081744729	F
38	0.357294115	F
39	-0.330070484	F
40	-0.020039062	F
41	-0.015054107	F
42	-0.06361715	F
43	0.311186774	F
44	-0.374234339	F
45	-0.045678182	F
46	-0.035578116	F
47	-4.60932E-05	F
48	0.387729891	F
49	-0.379968842	F
50	-0.030522888	F
51	-0.04944397	F
52	-0.059213239	F
53	0.335701497	F
54	-0.372419798	F
55	-0.000822486	F
56	-0.064026182	F
57	-0.095248025	F
58	0.332974378	F
59	-0.339819217	F
60	-0.038170567	F
61	-0.089887645	F
62	-0.074078281	F
63	0.384187894	F
64	-0.387204256	F
65	-0.030494128	F
66	-0.000417892	F
67	-0.020765704	F
68	0.38802734	F
69	-0.327972018	F
70	-0.047219576	F
71	-0.017581024	F
72	-0.05082688	F
73	0.360956756	F
74	-0.316259307	F
75	-0.053388702	F
76	-0.057116929	F
77	-0.043910912	F
78	0.316522663	F
79	-0.360521699	F
80	-0.044737794	F
81	-0.035019895	F
82	-0.041286586	F
83	0.348904773	F
84	-0.373073679	F
85	-0.027894991	F
86	-0.045470685	F
87	-0.057118648	F
88	0.323346391	F
89	-0.384228815	F
90	-0.001241245	F
91	-0.009818881	F
92	-0.034962483	F
93	0.315567208	F
94	-0.391633785	F
95	-0.063561774	F
96	-0.044881448	F
97	-0.03318169	F
98	0.352163005	F
99	-0.304531233	F
100	-0.055431306	F
101	-0.000127454	F
102	-0.081924988	F
103	0.355636132	F
104	-0.318437853	F
105	-0.022252657	F
106	-0.008567727	F
107	-0.073226639	F
108	0.385880293	F
109	-0.350397776	F
110	-0.024529137	F
111	-0.075895324	F
112	-0.005953335	F
113	0.384839918	F
114	-0.357245355	F
115	-0.033717986	F
116	-0.050955854	F
117	-0.027671825	F
118	0.383114756	F
119	-0.336232527	F
120	-0.091189777	F
121	-0.002173976	F
122	-0.057039899	F
123	0.399482906	F
124	-0.32281034	F
125	-0.039581296	F
126	-0.059123871	F
127	-0.052378653	F
128	0.320113464	F
129	-0.339052911	F
130	-0.004648677	F
131	-0.015123144	F
132	-0.074388205	F
133	0.35734546	F
134	-0.352565736	F
135	-0.030467684	F
136	-0.050761356	F
137	-0.087006859	F
138	0.381685303	F
139	-0.32739461	F
140	-0.011262543	F
141	-0.061417358	F
142	-0.003183031	F
143	0.396372832	F
144	-0.347456847	F
145	-0.008447811	F
146	-0.057930757	F
147	-0.074928215	F
148	0.312462431	F
149	-0.314310297	F
150	-0.093741569	F
151	-0.006022359	F
152	-0.072818881	F
153	0.331565366	F
154	-0.379369206	F
155	-0.045008959	F
156	-0.023938725	F
157	-0.015111771	F
158	0.307726636	F
159	-0.340475518	F
160	-0.060182612	F
161	-0.023370539	F
162	-0.057517584	F
163	0.3783822	F
164	-0.30598749	F
165	-0.068163615	F
166	-0.056061677	F
167	-0.006589679	F
168	0.318235995	F
169	-0.326291305	F
170	-0.021360915	F
171	-0.006028432	F
172	-0.076883469	F
173	0.373454805	F
174	-0.39208642	F
175	-0.014730763	F
176	-0.002219641	F
177	-0.063532959	F
178	0.368447925	F
179	-0.342462115	F
180	-0.086786506	F
181	-0.092383503	F
182	-0.019997433	F
183	0.312911936	F
184	-0.375668354	F
185	-0.028185853	F
186	-0.084566808	F
187	-0.098151066	F
188	0.38980535	F
189	-0.369421038	F
190	-0.056168787	F
191	-0.024531481	F
192	-0.067188705	F
193	0.334856356	F
194	-0.314750006	F
195	-0.025467065	F
196	-0.048609614	F
197	-0.087248992	F
198	0.387925838	F
