index	value	noise
0	0.020816712	F
1	0.21714206	F
2	0.21381712	F
3	-0.18217167	F
4	-0.18291038	F
5	-0.21510276	F
6	-0.109918535	F
7	-0.08713977	F
8	-0.22213013	F
9	-0.061133545	F
10	-0.2988704	F
11	0.27236465	F
12	-0.16334549	F
13	0.20770018	F
14	0.22637175	F
15	-0.27539545	F
16	0.1261643	F
17	-0.2640866	F
18	0.024547705	F
19	-0.24836515	F
20	0.14153291	F
21	0.19583279	F
22	-0.11455783	F
23	-0.07578855	F
24	0.28498492	F
25	0.16668774	F
26	-0.18011439	F
27	-0.13411084	F
28	0.099491246	F
29	0.03906656	F
30	-0.2518346	F
31	0.08138567	F
32	-0.22864772	F
33	0.011357846	F
34	0.12880932	F
35	-0.12293801	F
36	-0.077130556	F
37	-0.028054617	F
38	0.12028884	F
39	0.11289293	F
40	0.12622704	F
41	0.0068230894	F
42	-0.112473965	F
43	-0.14442511	F
44	-0.2515829	F
45	0.13694541	F
46	-0.24682681	F
47	-0.04855818	F
48	0.28450117	F
49	-0.12697324	F
50	0.05047092	F
51	0.10563308	F
52	-0.14728689	F
53	-0.12234813	F
54	-0.23992418	F
55	0.040481105	F
56	0.009869335	F
57	-0.15454216	F
58	-0.09241478	F
59	-0.2886405	F
60	0.29926223	F
61	-0.14820333	F
62	0.2615721	F
63	0.1822563	F
64	0.16567458	F
65	0.078685515	F
66	-0.096220605	F
67	0.20610993	F
68	0.26336324	F
69	-0.1959992	F
70	-0.056291196	F
71	-0.18353064	F
72	0.14282171	F
73	-0.1642299	F
74	0.2191751	F
75	0.11731305	F
76	-0.16915871	F
77	-0.011935192	F
78	-0.13751692	F
79	-0.043115	F
80	0.115852535	F
81	-0.2716057	F
82	0.11871971	F
83	-0.11082084	F
84	0.01673898	F
85	-0.021348357	F
86	-0.22175907	F
87	-0.036772277	F
88	-0.25172386	F
89	0.22255833	F
90	0.22976714	F
91	0.23562124	F
92	-0.099940225	F
93	0.16220506	F
94	0.053588886	F
95	-0.124287024	F
96	0.118248634	F
97	-0.02531725	F
98	-0.14378126	F
99	-0.07426773	F
100	0.120657206	F
101	-0.05305218	F
102	0.098412536	F
103	-0.010443627	F
104	0.18569556	F
105	0.11296284	F
106	0.18781802	F
107	-0.2458377	F
108	-0.065636024	F
109	0.0818032	F
110	0.09559583	F
111	0.2968048	F
112	0.27197096	F
113	-0.27118185	F
114	-0.18680713	F
115	-0.20126066	F
116	-0.22754553	F
117	-0.17591655	F
118	0.29103473	F
119	0.17283282	F
120	-0.026853196	F
121	-0.20671903	F
122	0.29523918	F
123	0.017677577	F
124	-0.19846539	F
125	0.24578927	F
126	0.08153914	F
127	0.03484864	F
128	0.27802664	F
129	-0.1368324	F
130	0.117439374	F
131	-0.011283363	F
132	0.12995256	F
133	-0.08163619	F
134	-0.11578333	F
135	0.24975285	F
136	0.01197698	F
137	0.291876	F
138	-0.14029002	F
139	-0.257464	F
140	0.05682432	F
141	-0.034255102	F
142	-0.079067826	F
143	-0.08130588	F
144	0.27767035	F
145	0.009653735	F
146	0.21237151	F
147	0.19278783	F
148	-0.09023222	F
149	0.22555959	F
150	-0.19856337	F
151	0.1156653	F
152	0.11383381	F
153	-0.111820176	F
154	-0.2131652	F
155	0.015092262	F
156	0.1674389	F
157	0.20830438	F
158	-0.061240688	F
159	0.10748388	F
160	-0.25690362	F
161	0.25430435	F
162	-0.1684026	F
163	-0.22266099	F
164	-0.08703594	F
165	0.09435496	F
166	-0.019543236	F
167	-0.16749954	F
168	-0.26997042	F
169	-0.13221052	F
170	-0.28785634	F
171	0.27363864	F
172	-0.18563788	F
173	0.1586496	F
174	-0.2106874	F
175	-0.13462104	F
176	0.12047447	F
177	0.22789572	F
178	0.1633426	F
179	0.16426758	F
180	-0.021950174	F
181	0.16288921	F
182	0.25708166	F
183	-0.15470764	F
184	0.183249	F
185	0.023657192	F
186	0.27293673	F
187	-0.026049335	F
188	-0.028475374	F
189	-0.19490133	F
190	0.18487227	F
191	0.09487784	F
192	0.12532963	F
193	0.09268957	F
194	0.10471645	F
195	-0.14917535	F
196	0.061318472	F
197	0.26639235	F
198	0.0137606505	F
199	-0.09270529	F
200	-0.29839936	F
201	-0.19662556	F
202	0.01997262	F
203	0.23842666	F
204	-0.13768378	F
205	-0.15521172	F
206	-0.060769223	F
207	-0.07127066	F
208	0.19026528	F
209	0.12526399	F
210	-0.09417773	F
211	-0.2369486	F
212	-0.25546727	F
213	0.21591426	F
214	-0.10696615	F
215	0.013690545	F
216	0.15501215	F
217	0.0025495635	F
218	-0.13099974	F
219	-0.21117932	F
220	0.29344213	F
221	-0.18955018	F
222	0.02606082	F
223	0.28043917	F
224	0.16503064	F
225	-0.20456205	F
226	-0.09628889	F
227	0.0428091	F
228	0.069952875	F
229	0.1481478	F
230	-0.12417805	F
231	0.043895807	F
232	-0.006030563	F
233	-0.09572081	F
234	-0.20786528	F
235	-0.1374304	F
236	-0.13387704	F
237	0.118279256	F
238	-0.04787302	F
239	0.25337029	F
240	0.16893145	F
241	0.24128956	F
242	0.046179414	F
243	-0.031597175	F
244	0.20270827	F
245	0.14634547	F
246	0.024559768	F
247	0.21245652	F
248	0.09059926	F
249	-0.2352865	F
250	0.049076654	F
251	-0.18728636	F
252	-0.03536161	F
253	-0.06309927	F
254	-0.05465888	F
255	-0.09156304	F
256	0.09558463	F
257	0.24026826	F
258	-0.09458963	F
259	0.10879907	F
260	0.020513238	F
261	0.032329887	F
262	-0.008826488	F
263	0.2285397	F
264	-0.017904162	F
265	-0.055284932	F
266	0.05817555	F
267	-0.108589135	F
268	0.22221462	F
269	0.17742397	F
270	0.25766158	F
271	0.09039269	F
272	-0.12998326	F
273	-0.22359951	F
274	0.08145901	F
275	-0.18856303	F
276	-0.06927382	F
277	0.22959816	F
278	-0.010098118	F
279	-0.13598183	F
280	-0.18350892	F
281	-0.012388353	F
282	0.0073367255	F
283	0.11704526	F
284	-0.23574442	F
285	-0.09540459	F
286	0.28283608	F
287	0.21271168	F
288	0.15810606	F
289	0.10358934	F
290	-0.104418926	F
291	-0.07636661	F
292	0.014752774	F
293	-0.20248023	F
294	-0.065039195	F
295	0.03014891	F
296	-0.09923138	F
297	-0.2569575	F
298	0.104771994	F
299	-0.2750713	F
300	-0.2710821	F
301	0.26904303	F
302	0.1889884	F
303	-0.29893568	F
304	0.2283685	F
305	0.005007839	F
306	0.07340559	F
307	0.24758162	F
308	-2.0726588E-4	F
309	-0.26337162	F
310	0.043052018	F
311	-0.1371546	F
312	-0.04867844	F
313	-0.16310138	F
314	0.1695942	F
315	-0.098403424	F
316	0.16502951	F
317	0.06061501	F
318	-0.03395117	F
319	-0.20461386	F
320	-0.13391276	F
321	-0.051414005	F
322	-0.08204871	F
323	-0.17105603	F
324	-0.24206959	F
325	-0.13499273	F
326	0.20071535	F
327	-0.28345647	F
328	0.14675397	F
329	-0.012643219	F
330	-0.13774455	F
331	-0.09730282	F
332	0.007352235	F
333	-0.017187895	F
334	-0.21197173	F
335	0.0105407415	F
336	0.23978609	F
337	0.03859162	F
338	0.07248668	F
339	-0.22096196	F
340	0.032569144	F
341	-0.23423132	F
342	0.1965248	F
343	0.1666612	F
344	0.0830262	F
345	0.267007	F
346	-0.14517088	F
347	0.054474898	F
348	-0.17081207	F
349	-0.25168628	F
350	-2.5	T
351	-2.3	T
352	-2.4	T
353	-2.1	T
354	-1.5	T
355	-1.9	T
356	-2.0	T
357	-0.094373316	F
358	-0.081871755	F
359	-0.27934793	F
360	0.13094386	F
361	0.21107416	F
362	0.041135486	F
363	-0.061152905	F
364	-0.1276716	F
365	0.29559788	F
366	-0.03925766	F
367	0.011576243	F
368	0.05066924	F
369	-0.06121328	F
370	0.29191622	F
371	-0.17275801	F
372	-0.18843007	F
373	0.22456409	F
374	-0.18586892	F
375	-0.062347524	F
376	0.09599058	F
377	0.27173313	F
378	-0.11328866	F
379	-0.13792525	F
380	0.25434914	F
381	0.026654728	F
382	-0.15181795	F
383	-0.031897366	F
384	0.072177455	F
385	0.24874063	F
386	-0.13185029	F
387	0.14625244	F
388	-0.11994512	F
389	0.096592784	F
390	0.120823465	F
391	0.2567226	F
392	0.28050455	F
393	-0.0814823	F
394	0.01862311	F
395	-0.0929731	F
396	0.05324683	F
397	-0.234206	F
398	-0.21759444	F
399	-0.28176525	F
400	-0.002333383	F
401	-0.21953118	F
402	0.23167802	F
403	0.05532459	F
404	-0.16243851	F
405	-0.038391896	F
406	-0.2462486	F
407	0.23368104	F
408	-0.15180124	F
409	-0.115176745	F
410	-0.04487608	F
411	-0.13096122	F
412	-0.23057963	F
413	-0.06045392	F
414	0.11147082	F
415	-0.28779972	F
416	-0.15900412	F
417	-0.24307849	F
418	-0.1855486	F
419	-0.19737215	F
420	0.23763403	F
421	0.12833676	F
422	-0.035868563	F
423	-0.11346656	F
424	-0.008974999	F
425	-0.13949676	F
426	0.07515429	F
427	-0.22463633	F
428	0.26499605	F
429	-0.12234305	F
430	-0.047119796	F
431	0.26960078	F
432	-0.20267585	F
433	0.064840384	F
434	-0.24745075	F
435	-0.15942664	F
436	0.23796041	F
437	0.048378587	F
438	-0.13989063	F
439	0.24949454	F
440	0.19838169	F
441	-0.26944068	F
442	-0.2723134	F
443	0.08821868	F
444	0.2804961	F
445	0.13517672	F
446	0.15976089	F
447	0.25023076	F
448	-0.2240103	F
449	-0.021004414	F
450	0.1779465	F
451	-0.21684353	F
452	-0.08178719	F
453	0.1613421	F
454	0.2928624	F
455	0.23560427	F
456	-0.0713347	F
457	-0.1400747	F
458	0.18091342	F
459	0.09142402	F
460	0.028851211	F
461	-0.26435792	F
462	-0.19811086	F
463	-0.016509553	F
464	0.28573355	F
465	-0.117483445	F
466	-0.29987627	F
467	-0.103106946	F
468	-0.17476805	F
469	0.011073683	F
470	0.20754522	F
471	-0.2920626	F
472	-0.016834294	F
473	0.1243449	F
474	0.11127927	F
475	0.16063622	F
476	-0.23324332	F
477	0.03535238	F
478	0.26155806	F
479	-0.2436075	F
480	0.17226665	F
481	0.08331658	F
482	0.17752102	F
483	0.025349548	F
484	-0.15444475	F
485	0.13298061	F
486	0.15907983	F
487	0.059407003	F
488	0.28230512	F
489	-0.21265692	F
490	0.13235663	F
491	-0.18282497	F
492	0.24337244	F
493	-0.0912605	F
494	-0.15571058	F
495	0.16016228	F
496	-0.0918193	F
497	0.026611088	F
498	0.27883554	F
499	-0.15273331	F
500	0.1052885	F
501	0.21244779	F
502	0.09278909	F
503	0.20116173	F
504	-0.25577906	F
505	-0.27670875	F
506	-0.13643475	F
507	0.26544407	F
508	-0.07363335	F
509	-0.045168493	F
510	0.20438899	F
511	-0.20456807	F
512	-0.06479715	F
513	0.0035297747	F
514	-0.2658371	F
515	0.16827704	F
516	-0.002678333	F
517	-0.1856517	F
518	0.08987395	F
519	0.2595767	F
520	-0.23430786	F
521	0.08656631	F
522	-0.1612646	F
523	-0.28605476	F
524	0.10530329	F
525	-0.17519	F
526	0.28534567	F
527	0.23602824	F
528	-0.24120592	F
529	0.2558223	F
530	0.17598231	F
531	0.14621636	F
532	-0.164112	F
533	0.1836475	F
534	0.17773457	F
535	0.08183833	F
536	0.2054097	F
537	-0.27319685	F
538	0.15451491	F
539	-0.22011316	F
540	0.1723732	F
541	-0.22933877	F
542	0.27507457	F
543	-0.048645727	F
544	-0.104908705	F
545	0.17665802	F
546	-0.13001461	F
547	-0.24997148	F
548	0.03846723	F
549	0.21710128	F
550	0.105135076	F
551	0.05012261	F
552	0.16959047	F
553	0.050241277	F
554	-0.24138017	F
555	-0.122614495	F
556	0.1804692	F
557	0.11492099	F
558	0.27600348	F
559	0.28736466	F
560	-0.22980675	F
561	-0.29248095	F
562	0.035748776	F
563	-0.047735654	F
564	-0.06496764	F
565	0.106047526	F
566	-0.017787876	F
567	-0.29563245	F
568	0.29993504	F
569	-0.17283517	F
570	0.277929	F
571	0.28926188	F
572	0.17860465	F
573	0.14151324	F
574	-0.009996542	F
575	-0.19386536	F
576	0.2717902	F
577	0.23118761	F
578	0.25725052	F
579	-0.24482588	F
580	0.10464026	F
581	-0.24970818	F
582	0.28532714	F
583	-0.12636106	F
584	0.26392916	F
585	-0.1545633	F
586	0.28642222	F
587	-0.17757	F
588	0.22467597	F
589	-0.2923175	F
590	-0.28183714	F
591	0.084023096	F
592	-0.14686273	F
593	-0.13917339	F
594	0.08323016	F
595	-0.049606107	F
596	0.13936594	F
597	0.043086596	F
598	-0.27323753	F
599	0.21609025	F
600	0.14748907	F
601	-0.289874	F
602	0.112962194	F
603	-0.2531196	F
604	0.17556882	F
605	0.27701986	F
606	-0.02459456	F
607	-0.1315711	F
608	0.08937157	F
609	0.2251543	F
610	-0.08260743	F
611	0.112225465	F
612	-0.064419284	F
613	0.12720418	F
614	0.2892611	F
615	0.26751593	F
616	0.04995049	F
617	0.28922972	F
618	0.08892037	F
619	-0.081742875	F
620	0.15460809	F
621	0.273583	F
622	0.019951778	F
623	0.0931414	F
624	-0.013826878	F
625	-0.1502874	F
626	0.29845557	F
627	-0.07548978	F
628	0.012573963	F
629	-0.07789651	F
630	-0.07458985	F
631	0.09849877	F
632	-0.018598566	F
633	0.105487704	F
634	-0.26435366	F
635	-0.015971746	F
636	0.19635153	F
637	0.057109755	F
638	-0.20237508	F
639	0.25228453	F
640	-0.25923052	F
641	0.23422912	F
642	-0.12995861	F
643	-0.25890338	F
644	-0.041481327	F
645	-0.17780942	F
646	0.2218683	F
647	0.28015077	F
648	-0.23764141	F
649	-0.22570823	F
650	-0.008218865	F
651	-0.026749568	F
652	-0.031272724	F
653	0.019325465	F
654	0.20099941	F
655	0.23285457	F
656	-0.14471585	F
657	-0.273927	F
658	0.14041154	F
659	0.07990146	F
660	0.1037809	F
661	0.26617286	F
662	-0.07156324	F
663	0.2584479	F
664	-0.17421222	F
665	-0.21231174	F
666	-0.21958588	F
667	-0.030073054	F
668	0.07251499	F
669	-0.09865587	F
670	0.1433943	F
671	0.10585175	F
672	0.102428675	F
673	0.08980441	F
674	-0.06795403	F
675	-0.24943501	F
676	0.12157271	F
677	0.27750716	F
678	-0.14802594	F
679	0.23715849	F
680	0.22146778	F
681	-0.25552544	F
682	-0.1839162	F
683	-0.23004037	F
684	-0.18182914	F
685	0.23216325	F
686	-0.25229025	F
687	-0.023994347	F
688	-0.15646145	F
689	0.272818	F
690	0.22106539	F
691	0.11569959	F
