index	value	noise
0	0.0	F
1	-0.4	F
2	-0.2	F
3	-0.3	F
4	-0.2	F
5	0.0	F
6	0.5	F
7	0.8	F
8	0.7	F
9	-0.1	F
10	-0.8	F
11	-0.8	F
12	0.0	F
13	0.1	F
14	0.0	F
15	-0.6	F
16	-0.7	F
17	-0.65	F
18	-0.4	F
19	0.0	F
20	0.0	F
21	-0.4	F
22	-0.2	F
23	-0.3	F
24	-0.2	F
25	0.0	F
26	0.5	F
27	0.8	F
28	0.7	F
29	-0.1	F
30	-0.8	F
31	-0.8	F
32	0.0	F
33	0.1	F
34	0.0	F
35	-0.6	F
36	-0.7	F
37	-0.65	F
38	-0.4	F
39	0.0	F
40	0.0	F
41	-0.4	F
42	-0.2	F
43	-0.3	F
44	-0.2	F
45	0.0	F
46	0.5	F
47	0.8	F
48	0.7	F
49	-0.1	F
50	-0.8	F
51	-0.8	F
52	0.0	F
53	0.1	F
54	0.0	F
55	-0.6	F
56	-0.7	F
57	-0.65	F
58	-0.4	F
59	0.0	F
60	0.0	F
61	-0.4	F
62	-0.2	F
63	-0.3	F
64	-0.2	F
65	0.0	F
66	0.5	F
67	0.8	F
68	0.7	F
69	-0.1	F
70	-0.8	F
71	-0.8	F
72	0.0	F
73	0.1	F
74	0.0	F
75	-0.6	F
76	-0.7	F
77	-0.65	F
78	-0.4	F
79	0.0	F
80	0.0	F
81	-0.4	F
82	-0.2	F
83	-0.3	F
84	-0.2	F
85	0.0	F
86	0.5	F
87	0.8	F
88	0.7	F
89	-0.1	F
90	-0.8	F
91	-0.8	F
92	0.0	F
93	0.1	F
94	0.0	F
95	-0.6	F
96	-0.7	F
97	-0.65	F
98	-0.4	F
99	0.0	F
100	0.0	F
101	-0.4	F
102	-0.2	F
103	-0.3	F
104	-0.2	F
105	0.0	F
106	0.5	F
107	0.8	F
108	0.7	F
109	-0.1	F
110	-0.8	F
111	-0.8	F
112	0.0	F
113	0.1	F
114	0.0	F
115	-0.6	F
116	-0.7	F
117	-0.65	F
118	-0.4	F
119	0.0	F
120	0.0	F
121	-0.4	F
122	-0.2	F
123	-0.3	F
124	-0.2	F
125	0.0	F
126	0.5	F
127	0.8	F
128	0.7	F
129	-0.1	F
130	-0.8	F
131	-0.8	F
132	0.0	F
133	0.1	F
134	0.0	F
135	-0.6	F
136	-0.7	F
137	-0.65	F
138	-0.4	F
139	0.0	F
140	0.0	F
141	-0.4	F
142	-0.2	F
143	-0.3	F
144	-0.2	F
145	0.0	F
146	0.5	F
147	0.8	F
148	0.7	F
149	-0.1	F
150	-0.8	F
151	-0.8	F
152	0.0	F
153	0.1	F
154	0.0	F
155	-0.6	F
156	-0.7	F
157	-0.65	F
158	-0.4	F
159	0.0	F
160	0.0	F
161	-0.4	F
162	-0.2	F
163	-0.3	F
164	-0.2	F
165	0.0	F
166	0.5	F
167	0.8	F
168	0.7	F
169	-0.1	F
170	-0.8	F
171	-0.8	F
172	0.0	F
173	0.1	F
174	0.0	F
175	-0.6	F
176	-0.7	F
177	-0.65	F
178	-0.4	F
179	0.0	F
180	0.0	F
181	-0.4	F
182	-0.2	F
183	-0.3	F
184	-0.2	F
185	0.0	F
186	0.5	F
187	0.8	F
188	0.7	F
189	-0.1	F
190	-0.8	F
191	-0.8	F
192	0.0	F
193	0.1	F
194	0.0	F
195	-0.6	F
196	-0.7	F
197	-0.65	F
198	-0.4	F
199	0.0	F
200	0.0	F
201	-0.4	F
202	-0.2	F
203	-0.3	F
204	-0.2	F
205	0.0	F
206	0.5	F
207	0.8	F
208	0.7	F
209	-0.1	F
210	-0.8	F
211	-0.8	F
212	0.0	F
213	0.1	F
214	0.0	F
215	-0.6	F
216	-0.7	F
217	-0.65	F
218	-0.4	F
219	0.0	F
220	0.0	F
221	-0.4	F
222	-0.2	F
223	-0.3	F
224	-0.2	F
225	0.0	F
226	0.5	F
227	0.8	F
228	0.7	F
229	-0.1	F
230	-0.8	F
231	-0.8	F
232	0.0	F
233	0.1	F
234	0.0	F
235	-0.6	F
236	-0.7	F
237	-0.65	F
238	-0.4	F
239	0.0	F
240	0.0	F
241	-0.4	F
242	-0.2	F
243	-0.3	F
244	-0.2	F
245	0.0	F
246	0.5	F
247	0.8	F
248	0.7	F
249	-0.1	F
250	-0.8	F
251	-0.8	F
252	0.0	F
253	0.1	F
254	0.0	F
255	-0.6	F
256	-0.7	F
257	-0.65	F
258	-0.4	F
259	0.0	F
260	0.0	F
261	-0.4	F
262	-0.2	F
263	-0.3	F
264	-0.2	F
265	0.0	F
266	0.5	F
267	0.8	F
268	0.7	F
269	-0.1	F
270	-0.8	F
271	-0.8	F
272	0.0	F
273	0.1	F
274	0.0	F
275	-0.6	F
276	-0.7	F
277	-0.65	F
278	-0.4	F
279	0.0	F
280	0.0	F
281	-0.4	F
282	-0.2	F
283	-0.3	F
284	-0.2	F
285	0.0	F
286	0.5	F
287	0.8	F
288	0.7	F
289	-0.1	F
290	-0.8	F
291	-0.8	F
292	0.0	F
293	0.1	F
294	0.0	F
295	-0.6	F
296	-0.7	F
297	-0.65	F
298	-0.4	F
299	0.0	F
300	0.0	F
301	-0.4	F
302	-0.2	F
303	-0.3	F
304	-0.2	F
305	0.0	F
