index	value	noise
0	0.055288804	F
1	0.051857973	F
2	0.026337518	F
3	0.195574372	F
4	-0.119454294	F
5	0.061298311	F
6	0.054775988	F
7	0.046504616	F
8	0.16648485	F
9	-0.100984574	F
10	0.031824646	F
11	0.039360859	F
12	0.050175531	F
13	0.158810283	F
14	-0.106525054	F
15	0.05851591	F
16	0.046018656	F
17	0.030943876	F
18	0.194382876	F
19	-0.103715992	F
20	0.064700687	F
21	0.068981609	F
22	0.0417215	F
23	0.166235354	F
24	-0.137880133	F
25	0.059409814	F
26	0.066070829	F
27	0.025226217	F
28	0.150737312	F
29	-0.111790251	F
30	0.037814852	F
31	0.034500591	F
32	0.067476788	F
33	0.166203009	F
34	-0.116017941	F
35	0.066168105	F
36	0.036422956	F
37	0.05591532	F
38	0.197777127	F
39	-0.140955986	F
40	0.050491152	F
41	0.052762848	F
42	0.047750775	F
43	0.197306387	F
44	-0.108137108	F
45	0.032901035	F
46	0.044579776	F
47	0.061770625	F
48	0.182917076	F
49	-0.123513976	F
50	0.028123242	F
51	0.058853679	F
52	0.0440641	F
53	0.155598414	F
54	-0.123020214	F
55	0.066536516	F
56	0.040204532	F
57	0.068844526	F
58	0.189885141	F
59	-0.10941618	F
60	0.056289712	F
61	0.069150885	F
62	0.038471878	F
63	0.172428423	F
64	-0.134482217	F
65	0.048806754	F
66	0.026436654	F
67	0.05640045	F
68	0.150533695	F
69	-0.148001498	F
70	0.071221174	F
71	0.064185925	F
72	0.053861668	F
73	0.195474595	F
74	-0.110673459	F
75	0.049539841	F
76	0.073536795	F
77	0.045982459	F
78	0.158460081	F
79	-0.116798913	F
80	0.061277318	F
81	0.038668919	F
82	0.049492336	F
83	0.195270544	F
84	-0.110004657	F
85	0.051850764	F
86	0.068846844	F
87	0.048716251	F
88	0.183803292	F
89	-0.11470945	F
90	0.073916129	F
91	0.056068124	F
92	0.07094191	F
93	0.17103998	F
94	-0.110161075	F
95	0.032596712	F
96	0.06752428	F
97	0.040284857	F
98	0.163072911	F
99	-0.108722974	F
100	0.045854023	F
101	0.04112983	F
102	0.029403734	F
103	0.175976045	F
104	-0.135983671	F
105	0.039671717	F
106	0.044453603	F
107	0.026220214	F
108	0.152808578	F
109	-0.111308369	F
110	0.048609518	F
111	0.072963893	F
112	0.048370204	F
113	0.167530664	F
114	-0.109171384	F
115	0.059696096	F
116	0.047245491	F
117	0.040168671	F
118	0.177648739	F
119	-0.11507433	F
120	0.051521911	F
121	0.028791848	F
122	0.059265856	F
123	0.155995445	F
124	-0.10964892	F
125	0.029790567	F
126	0.050084698	F
127	0.026174365	F
128	0.172387329	F
129	-0.101669693	F
130	0.037973978	F
131	0.061512143	F
132	0.058849177	F
133	0.150153534	F
134	-0.120318658	F
135	0.056982218	F
136	0.029857402	F
137	0.065016976	F
138	0.160284468	F
139	-0.103039295	F
140	0.030573467	F
141	0.059123818	F
142	0.026099851	F
143	0.184100251	F
144	-0.13066468	F
145	0.065126269	F
146	0.053126911	F
147	0.055965501	F
148	0.156787919	F
149	-0.134339763	F
150	0.072691938	F
151	0.045876401	F
152	0.04782906	F
153	0.157797916	F
154	-0.102035706	F
155	0.051230988	F
156	0.063859162	F
157	0.0745293	F
158	0.164948367	F
159	-0.115688721	F
160	0.05803897	F
161	0.054606059	F
162	0.069773899	F
163	0.168284344	F
164	-0.139259985	F
165	0.069363175	F
166	0.041295067	F
167	0.046960257	F
168	0.157142857	F
