index	value	noise
0	0.0	F
1	0.25	F
2	0.5	F
3	0.4	F
4	0.3	F
5	-0.2	F
6	-0.8	F
7	-0.5	F
8	-0.2	F
9	0.2	F
10	0.6	F
11	0.45	F
12	0.3	F
13	0.55	F
14	0.8	F
15	0.15	F
16	-0.5	F
17	-0.35	F
18	-0.2	F
19	0.1	F
20	0.0	F
21	0.25	F
22	0.5	F
23	0.4	F
24	0.3	F
25	-0.2	F
26	-0.8	F
27	-0.5	F
28	-0.2	F
29	0.2	F
30	0.6	F
31	0.45	F
32	0.3	F
33	0.55	F
34	0.8	F
35	0.15	F
36	-0.5	F
37	-0.35	F
38	-0.2	F
39	0.1	F
40	0.0	F
41	0.25	F
42	0.5	F
43	0.4	F
44	0.3	F
45	-0.2	F
46	-0.8	F
47	-0.5	F
48	-0.2	F
49	0.2	F
50	0.6	F
51	0.45	F
52	0.3	F
53	0.55	F
54	0.8	F
55	0.15	F
56	-0.5	F
57	-0.35	F
58	-0.2	F
59	0.1	F
60	0.0	F
61	0.25	F
62	0.5	F
63	0.4	F
64	0.3	F
65	-0.2	F
66	-0.8	F
67	-0.5	F
68	-0.2	F
69	0.2	F
70	0.6	F
71	0.45	F
72	0.3	F
73	0.55	F
74	0.8	F
75	0.15	F
76	-0.5	F
77	-0.35	F
78	-0.2	F
79	0.1	F
80	0.0	F
81	0.25	F
82	0.5	F
83	0.4	F
84	0.3	F
85	-0.2	F
86	-0.8	F
87	-0.5	F
88	-0.2	F
89	0.2	F
90	0.6	F
91	0.45	F
92	0.3	F
93	0.55	F
94	0.8	F
95	0.15	F
96	-0.5	F
97	-0.35	F
98	-0.2	F
99	0.1	F
100	0.0	F
101	0.25	F
102	0.5	F
103	0.4	F
104	0.3	F
105	-0.2	F
106	-0.8	F
107	-0.5	F
108	-0.2	F
109	0.2	F
110	0.6	F
111	0.45	F
112	0.3	F
113	0.55	F
114	0.8	F
115	0.15	F
116	-0.5	F
117	-0.35	F
118	-0.2	F
119	0.1	F
120	0.0	F
121	0.25	F
122	0.5	F
123	0.4	F
124	0.3	F
125	2.5	T
126	2.5	T
127	-0.5	F
128	-0.2	F
129	0.2	F
130	0.6	F
131	0.45	F
132	0.3	F
133	0.55	F
134	0.8	F
135	0.15	F
136	-0.5	F
137	-0.35	F
138	-0.2	F
139	0.1	F
140	0.0	F
141	0.25	F
142	0.5	F
143	0.4	F
144	0.3	F
145	-0.2	F
146	-0.8	F
147	-0.5	F
148	-0.2	F
149	0.2	F
150	0.6	F
151	0.45	F
152	0.3	F
153	0.55	F
154	0.8	F
155	0.15	F
156	-0.5	F
157	-0.35	F
158	-0.2	F
159	0.1	F
160	0.0	F
161	0.25	F
162	0.5	F
163	0.4	F
164	0.3	F
165	-0.2	F
166	-0.8	F
167	-0.5	F
168	-0.2	F
169	0.2	F
170	0.6	F
171	0.45	F
172	0.3	F
173	0.55	F
174	0.8	F
175	0.15	F
176	-0.5	F
177	-0.35	F
178	-0.2	F
179	0.1	F
180	0.0	F
181	0.25	F
182	0.5	F
183	0.4	F
184	0.3	F
185	-0.2	F
186	-0.8	F
187	-0.5	F
188	-0.2	F
189	0.2	F
190	0.6	F
191	0.45	F
192	0.3	F
193	0.55	F
194	0.8	F
195	0.15	F
196	-0.5	F
197	-0.35	F
198	-0.2	F
199	0.1	F
200	0.0	F
201	0.25	F
202	0.5	F
203	0.4	F
204	0.3	F
205	-0.2	F
206	-0.8	F
207	-0.5	F
208	-0.2	F
209	0.2	F
210	0.6	F
211	0.45	F
212	0.3	F
213	0.55	F
214	0.8	F
215	0.15	F
216	-0.5	F
217	-0.35	F
218	-0.2	F
219	0.1	F
220	0.0	F
221	0.25	F
222	0.5	F
223	0.4	F
224	0.3	F
225	-0.2	F
226	-0.8	F
227	-0.5	F
228	-0.2	F
229	0.2	F
230	0.6	F
231	0.45	F
232	0.3	F
233	0.55	F
234	0.8	F
235	0.15	F
236	-0.5	F
237	-0.35	F
238	-0.2	F
239	0.1	F
240	0.0	F
241	0.25	F
242	0.5	F
243	0.4	F
244	0.3	F
245	-0.2	F
246	-0.8	F
247	-0.5	F
248	-0.2	F
249	0.2	F
250	0.6	F
251	0.45	F
252	0.3	F
253	0.55	F
254	0.8	F
255	0.15	F
256	-0.5	F
257	-0.35	F
258	-0.2	F
259	0.1	F
260	0.0	F
261	0.25	F
262	0.5	F
263	0.4	F
264	0.3	F
265	-0.2	F
266	-0.8	F
267	-0.5	F
268	-0.2	F
269	0.2	F
270	0.6	F
271	0.45	F
272	0.3	F
273	0.55	F
274	0.8	F
275	0.15	F
276	-0.5	F
277	-0.35	F
278	-0.2	F
279	0.1	F
280	0.0	F
281	0.25	F
282	0.5	F
283	0.4	F
284	0.3	F
285	-0.2	F
286	-0.8	F
287	-0.5	F
288	-0.2	F
289	0.2	F
290	0.6	F
291	0.45	F
292	0.3	F
293	0.55	F
294	0.8	F
295	0.15	F
296	-0.5	F
297	-0.35	F
298	-0.2	F
299	0.1	F
300	0.0	F
301	0.25	F
302	0.5	F
303	0.4	F
304	0.3	F
305	-0.2	F
306	-0.8	F
307	-0.5	F
308	-0.2	F
309	0.2	F
310	0.6	F
311	0.45	F
312	0.3	F
313	0.55	F
314	0.8	F
315	0.15	F
316	-0.5	F
317	-0.35	F
318	-0.2	F
319	0.1	F
320	0.0	F
321	0.25	F
322	0.5	F
323	0.4	F
324	0.3	F
325	-0.2	F
326	-0.8	F
327	-0.5	F
328	-0.2	F
329	0.2	F
330	0.6	F
331	0.45	F
332	0.3	F
333	0.55	F
334	0.8	F
335	0.15	F
336	-0.5	F
337	-0.35	F
338	-0.2	F
339	0.1	F
340	0.0	F
341	0.25	F
342	0.5	F
343	0.4	F
344	0.3	F
345	-0.2	F
346	-0.8	F
347	-0.5	F
348	-0.2	F
349	0.2	F
350	0.6	F
351	0.45	F
352	0.3	F
353	0.55	F
354	0.8	F
355	0.15	F
356	-0.5	F
357	-0.35	F
358	-0.2	F
359	0.1	F
360	0.0	F
361	0.25	F
362	0.5	F
363	0.4	F
364	0.3	F
365	-0.2	F
366	-0.8	F
367	-0.5	F
368	-0.2	F
369	0.2	F
370	0.6	F
371	0.45	F
372	0.3	F
373	0.55	F
374	0.8	F
375	0.15	F
376	-0.5	F
377	-0.35	F
378	-0.2	F
379	0.1	F
380	0.0	F
381	0.25	F
382	0.5	F
383	0.4	F
384	0.3	F
385	-0.2	F
386	-0.8	F
387	-0.5	F
388	-0.2	F
389	0.2	F
390	0.6	F
391	0.45	F
392	0.3	F
393	0.55	F
394	0.8	F
395	0.15	F
396	-0.5	F
397	-0.35	F
398	-0.2	F
399	0.1	F
400	0.0	F
401	0.25	F
402	0.5	F
403	0.4	F
404	0.3	F
405	-0.2	F
406	-0.8	F
407	-0.5	F
408	-0.2	F
409	0.2	F
410	0.6	F
411	0.45	F
412	0.3	F
413	0.55	F
414	0.8	F
415	0.15	F
416	-0.5	F
417	-0.35	F
418	-0.2	F
419	0.1	F
420	0.0	F
421	0.25	F
422	0.5	F
423	0.4	F
424	0.3	F
425	-0.2	F
426	-0.8	F
427	-0.5	F
428	-0.2	F
429	0.2	F
430	0.6	F
431	0.45	F
432	0.3	F
433	0.55	F
434	0.8	F
435	0.15	F
436	-0.5	F
437	-0.35	F
438	-0.2	F
439	0.1	F
440	0.0	F
441	0.25	F
442	0.5	F
443	0.4	F
444	0.3	F
445	-0.2	F
446	-0.8	F
447	-0.5	F
448	-0.2	F
449	0.2	F
450	0.6	F
451	0.45	F
452	0.3	F
453	0.55	F
454	0.8	F
455	0.15	F
456	-0.5	F
457	-0.35	F
458	-0.2	F
459	0.1	F
460	0.0	F
461	0.25	F
462	0.5	F
463	0.4	F
464	0.3	F
465	-0.2	F
466	-0.8	F
467	-0.5	F
468	-0.2	F
469	0.2	F
470	0.6	F
471	0.45	F
472	0.3	F
473	0.55	F
474	0.8	F
475	0.15	F
476	-0.5	F
477	-0.35	F
478	-0.2	F
479	0.1	F
480	0.0	F
481	0.25	F
482	0.5	F
483	0.4	F
484	0.3	F
485	-0.2	F
486	-0.8	F
487	-0.5	F
488	-0.2	F
489	0.2	F
490	0.6	F
491	0.45	F
492	0.3	F
493	0.55	F
