index	value
0	-0.4634574690883343
1	0.019420028304088205
2	0.07267193058404367
3	0.127400554330586
4	-0.1965503080496085
5	0.5084423912254422
6	-0.492236189000122
7	0.48459165498716095
8	-0.4709387175143628
9	0.47066259066909605
10	-0.42741295186896605
11	0.058746099506028604
12	-0.03013748274642474
13	0.20130156299655586
14	-0.1595728010243257
15	0.48310852715682295
16	-0.32301119100618897
17	0.5194260492593852
18	-0.4440571501088621
19	0.5211039474112523
20	-0.37817346889274284
21	-0.09928584569726616
22	-0.07971236433661784
23	0.0762473927358847
24	-0.18439835320837172
25	0.47843328073148345
26	-0.4236797070984526
27	0.47102631740460243
28	-0.4028947375967218
29	0.36179931611606486
30	-0.3970890834728171
31	-0.12027385112142452
32	-0.02232135187015971
33	0.18076834150513502
34	-0.20475751675739884
35	0.5293125582918518
36	-0.328493351285915
37	0.41199898637993115
38	-0.3794111882408726
39	0.377402646551451
40	-0.3441278882418286
41	0.06363157391446089
42	0.019648463701533392
43	0.22686456337967278
44	-0.21045997531792188
45	0.46629844128130893
46	-0.47193442464923474
47	0.37289696466043837
48	-0.4543530125203667
49	0.3533233711565623
50	-0.425002666151146
51	-0.10802722642188711
52	0.11169513607960849
53	0.10420048718271448
54	-0.23527131043838148
55	0.5424248606898313
56	-0.470574061402205
57	0.5023797517835933
58	-0.3588329105440007
59	0.47261989260661325
60	-0.4547968183623198
61	0.012544309974569345
62	0.0968982976783899
63	0.11442396010364808
64	-0.09369974749133916
65	0.583583169740518
66	-0.4257141910793688
67	0.5072254443742354
68	-0.45205597313066265
69	0.45025607628646425
70	-0.3304248410338921
71	0.04256361204941986
72	0.09344095565976265
73	0.1289301551677835
74	-0.21864469322239938
75	0.41105468216907903
76	-0.5088625900346458
77	0.5109544525770398
78	-0.38018861503760826
79	0.4907256222182148
80	-0.40892993319828624
81	0.042646657070827404
82	-0.06369848317286533
83	0.22887335565541694
84	-0.08982187855428556
85	0.4131345668248907
86	-0.500158313518363
87	0.36837894264014215
88	-0.47434388773089536
89	0.4693383108174205
90	-0.5081884058739473
91	-0.054560769191406316
92	-0.005250479877521905
93	0.23101181171692628
94	-0.19816480484474192
95	0.4085718254426156
96	-0.4180281838719106
97	0.4181987759934605
98	-0.43587815662612
99	0.4974176515000554
100	-0.36492472801190257
101	0.020116563464429554
102	0.09790216115509079
103	0.06412294694243459
104	-0.2216261511009887
105	0.4979995415621703
106	-0.43610562669357317
107	0.35014416327964326
108	-0.5360264416718872
109	0.5437269322919791
110	-0.325284554807282
111	0.03860247506029196
112	-0.038560960494550274
113	0.10094283005377466
114	-0.20995762857774028
115	0.456457727616583
116	-0.36964850956559614
117	0.526062648779133
118	-0.5350889621311299
119	0.520690214170533
120	-0.33818303872186584
121	-0.0855315720708476
122	0.02513842623145185
123	0.198186066125312
124	-0.11650023002804946
125	0.5119636532455901
126	-0.4265946456338476
127	0.5103340002976684
128	-0.5240369179392262
129	0.49210173734909096
130	-0.4632342470929721
131	0.05187398296752957
132	-0.03067808640372032
133	0.19613478484108843
134	-0.2595106756471915
135	0.5789318067482623
136	-0.36560973018931286
137	0.5342660704550689
138	-0.3880234173921273
139	0.37234201151231106
140	-0.4946420112146409
141	0.02604762733394622
142	0.10533363611409588
143	0.1891190434524539
144	-0.13920136350469653
145	0.48378276564574013
146	-0.3520045749041323
147	0.40749833204066876
148	-0.37573298147703793
149	0.5345866254082372
150	-0.40073499095438964
151	0.040752062491798496
152	0.04821812866120595
153	0.22414054374453338
154	-0.13397271550786286
155	0.4116275848684827
156	-0.4285941146580651
157	0.37836263003873627
158	-0.37902224783037436
159	0.36167501957247256
160	-0.35597631613797587
161	0.00962513460271261
162	-0.06319485416174293
163	0.10773798206831747
164	-0.11413528805949658
165	0.4114173335910493
166	-0.4581816604686333
167	0.38169318761436427
168	-0.44151276983598553
169	0.40839628832041797
170	-0.42776341985279553
171	-0.10944224849903289
172	0.016093058575476438
173	0.10740010530206962
174	-0.1669969620108553
175	0.5819762488548398
176	-0.49249569403388793
177	0.35943536877037174
178	-0.5396861756746955
179	0.41376805732783584
180	-0.4130231329402248
181	-0.015691783665616854
182	0.02840293225882559
183	0.09547306736789207
184	-0.2561447550624371
185	0.3980869517011737
186	-0.38357505797513036
187	0.5248955144088316
188	-0.3419696366094522
189	0.5378775749201368
190	-0.4977437600265782
191	-0.02507114014701102
192	-0.04686465586443712
193	0.08827592950715939
194	-0.1320737943778842
195	0.4650877875943049
196	-0.3916593331851421
197	0.5095471636911179
198	-0.4360278456976948
199	0.49709198970352464
200	-0.343786099200623
201	0.040491136072831696
202	0.010609967067319703
203	0.03435379010519665
204	-0.07237485710421451
205	0.46872059588403514
206	-0.3318360602284469
207	0.39153350511231527
208	-0.4171137055430596
209	0.5466226543031596
210	-0.4585720266745898
211	-0.03614054712757718
212	0.014535826626696252
213	0.07240633162352034
214	-0.21822863179163782
215	0.43630285001032093
216	-0.4226430659509668
217	0.3825758646985711
218	-0.40536569826085334
219	0.388866185909799
220	-0.3509291448931388
221	-0.09367247664009037
222	-0.02809324005121077
223	0.04600132499016697
224	-0.1600869277563905
225	0.4833858129686988
226	-0.3955142782048058
227	0.4357352154353529
228	-0.4712429340746675
229	0.4635886504653923
230	-0.3562154016795279
231	0.018864210853372365
232	-0.06907618067897003
233	0.17891333097156953
234	-0.13864054266026615
235	0.49022127061321874
236	-0.44575840674837486
237	0.33682206728499425
238	-0.4191011009345244
239	0.4614387626548563
240	-0.4709757452073424
241	0.019213907249911483
242	-0.05007725411438346
243	0.09763708419139107
244	-0.2063475566833119
245	0.45353794168108674
246	-0.364413912088079
247	0.42928115104373676
248	-0.34185113222194236
249	0.47066648840232495
250	-0.3762859587942811
251	-0.013520287566025913
252	0.07686239395837216
253	0.16775910515737552
254	-0.23816651709691022
255	0.5758959115718806
256	-0.40594789215206745
257	0.4837853001955241
258	-0.4066998782835535
259	0.35910583193007806
260	-0.46348386833245536
261	-0.037968230516677914
262	0.10396761458576331
263	0.08549931893429438
264	-0.09532394776933831
265	0.4874382015916582
266	-0.3988531447476598
267	0.5128791530357832
268	-0.46451515736853977
269	0.36589930931066567
270	-0.37941762632386383
271	-0.09380229318631617
272	0.10049948972569964
273	0.14755307526779926
274	-0.19993636921373142
275	0.409013397744335
276	-0.48361396908665044
277	0.41676215237706565
278	-0.3541288403271915
279	0.3521679002245581
280	-0.4632715933419149
281	-0.03059680498007873
282	0.07385581573925429
283	0.1896923725700118
284	-0.24747145678346416
285	0.5428473891910666
286	-0.31349917688640583
287	0.4632628706835066
288	-0.46800797978237474
289	0.47455877289579496
290	-0.49545487543733074
291	-0.014941878272260747
292	0.001417226118615847
293	0.1313694720375519
294	-0.20411261441893336
295	0.46426609515589456
296	-0.4358178255825023
297	0.4034277935894611
298	-0.4866778560395906
299	0.40365428317286817
300	-0.3723229892523777
301	-0.01402691288031549
302	0.08950794415713506
303	0.04937613483578979
304	-0.15220390660572936
305	0.54810962915472
306	-0.5016312577447959
307	0.41974779396306316
308	-0.5149392714314287
309	0.529545268943842
310	-0.469391434084356
311	-0.04148759548744341
312	0.018916828900438568
313	0.2036429174981602
314	-0.16358957513744915
315	0.5247524709685591
316	-0.4568215976379082
317	0.52831998108179
318	-0.3615275102812895
319	0.36402928824362407
320	-0.3803086625951638
321	-0.03326131248764311
322	-0.06336704944210546
323	0.193335882032231
324	-0.11169197760917282
325	0.466998555412169
326	-0.33261364276698135
327	0.5062617332667392
328	-0.40302963730812436
329	0.4630859195375641
330	-0.3986768990746871
331	0.05580056811241016
332	-0.050577878864620826
333	0.08796755116038166
334	-0.15183554496418128
335	0.5701258068272412
336	-0.474252069001289
337	0.5041526315482264
338	-0.5296021270577691
339	0.4203267069353726
340	-0.4337098669483679
341	-0.05129502475320975
342	0.10586541697923343
343	0.17835571186060273
344	-0.08823955180307702
345	0.5282059848668069
346	-0.37704019791224547
347	0.508499401127288
348	-0.3606793439917124
349	0.5034620708854711
350	-0.36693886347748905
351	0.01796825985082076
352	-0.050620257424654216
353	0.16363292937329865
354	-0.14726153025752642
355	0.5213440669329975
356	-0.4032185305000413
357	0.5351437264593606
358	-0.37917771547096657
359	0.3685418977245796
360	-0.3233399957143844
361	-0.10634766096644624
362	-0.043947474788425915
363	0.0364513721506797
364	-0.2412427213466804
365	0.5171110793130893
366	-0.4544419729606276
367	0.4207335287479132
368	-0.40779726151819873
369	0.45350579737749075
370	-0.46334786363379593
371	-0.022217233321000507
372	0.0989795309356932
373	0.06798773049627313
374	-0.1464298866101693
375	0.42725649065644045
376	-0.5055223617140586
377	0.511050222416226
378	-0.44539392596243466
379	0.4517437267510499
380	-0.32861178472306396
381	0.0035606200005869615
382	0.10695555511224442
383	0.1119012711509796
384	-0.25204074541768484
385	0.5354757003759317
386	-0.45762879911874416
387	0.46294786676760735
388	-0.5089101108415064
389	0.5418626718302634
390	-0.3797821304128359
391	-0.0968100997804615
392	0.002213914230486169
393	0.1422301502897414
394	-0.14509562249848013
395	0.47689535087864626
396	-0.4446503714225076
397	0.3373603421431788
398	-0.4602489030623514
399	0.4112512182185559
400	-0.4442032807055315
401	-0.05675830050967952
402	-0.05754882348305064
403	0.18014720269883872
404	-0.06602297735973217
405	0.57396958922447
406	-0.3856656596078998
407	0.4863400786310139
408	-0.5203771089041876
409	0.3835259989245635
410	-0.3996287939411881
411	-0.07041363641639892
412	0.080240441230478
413	0.12998174763561607
414	-0.25150315970190595
415	0.551224055113577
416	-0.4895488009255132
417	0.3651015642163927
418	-0.5268356202882435
419	0.4343527792373595
420	-0.3208304124643825
421	-0.031009750460990443
422	0.052387993702899954
423	0.08301909065847454
424	-0.2311604898422465
425	0.41293664373073685
426	-0.41416420888934685
427	0.5338755411616303
428	-0.5270895493993566
429	0.3629053956699166
430	-0.33248791439838393
431	0.06106507974013023
432	-0.02229320823716148
433	0.12100912913670933
434	-0.08054068002289264
435	0.4892256767694577
436	-0.40122946166396284
437	0.4729803278194399
438	-0.4295078801008603
439	0.44942857120354107
440	-0.376638550540473
441	-0.04242957795978429
442	0.06957421201063885
443	0.18837094887841566
444	-0.18068571599812325
445	0.5685715822645703
446	-0.3469996092091306
447	0.5024556753989441
448	-0.376339712312608
449	0.3607005250955284
450	-0.40822541015716557
451	0.0069237958956216705
452	0.04564308483600979
453	0.14671585326469982
454	-0.18028416470852765
455	0.4355987012164995
456	-0.43606421938758566
457	0.375077369761057
458	-0.43834387745930875
459	0.5179694369115225
460	-0.4792802143203604
461	-0.04338614625473457
462	0.06794257659224054
463	0.18709800033478444
464	-0.19494828957013013
465	0.4346839482625591
466	-0.42774242479715807
467	0.3643973775713615
468	-0.4475980946917385
469	0.38510847042501684
470	-0.32175052722327147
471	-0.06288999864253825
472	-0.010278487055184748
473	0.079534715342921
474	-0.16414270534831324
475	0.5609597026796701
476	-0.4181787189956942
477	0.3790803302327936
478	-0.4317050386617064
479	0.5028685806169348
480	-0.3610507490556274
481	-0.06448777522225467
482	0.07875898166984044
483	0.07663777031479152
484	-0.18352974538399658
485	0.4344842803844768
486	-0.4420250994458663
487	0.4483029313806207
488	-0.34674263258909976
489	0.5384012161671594
490	-0.5165733965738658
491	-0.11109185553105197
492	0.07912864195866823
493	0.16510824807177327
494	-0.2622465031260676
495	0.5003353863330559
496	-0.37066091179996885
497	0.5030431887559909
